date,time,tz,value,event
6/20/2018,6:01,PDT,1.68,High
6/20/2018,12:30,PDT,0.04,Low
6/20/2018,19:13,PDT,2,High
6/21/2018,1:38,PDT,0.46,Low
6/21/2018,7:19,PDT,1.53,High
6/21/2018,13:27,PDT,0.24,Low
6/21/2018,20:06,PDT,2.04,High
6/22/2018,2:47,PDT,0.29,Low
6/22/2018,8:38,PDT,1.47,High
6/22/2018,14:25,PDT,0.41,Low
6/22/2018,20:55,PDT,2.08,High
6/23/2018,3:47,PDT,0.12,Low
6/23/2018,9:52,PDT,1.47,High
6/23/2018,15:22,PDT,0.55,Low
6/23/2018,21:40,PDT,2.12,High
6/24/2018,4:39,PDT,-0.03,Low
6/24/2018,10:57,PDT,1.52,High
6/24/2018,16:14,PDT,0.66,Low
6/24/2018,22:23,PDT,2.15,High
6/25/2018,5:24,PDT,-0.15,Low
6/25/2018,11:51,PDT,1.58,High
6/25/2018,17:02,PDT,0.73,Low
6/25/2018,23:03,PDT,2.16,High
6/26/2018,6:04,PDT,-0.24,Low
6/26/2018,12:36,PDT,1.63,High
6/26/2018,17:46,PDT,0.77,Low
6/26/2018,23:40,PDT,2.15,High
6/27/2018,6:42,PDT,-0.29,Low
6/27/2018,13:17,PDT,1.67,High
6/27/2018,18:28,PDT,0.8,Low
6/28/2018,0:16,PDT,2.13,High
6/28/2018,7:18,PDT,-0.31,Low
6/28/2018,13:55,PDT,1.7,High
6/28/2018,19:07,PDT,0.81,Low
6/29/2018,0:52,PDT,2.1,High
6/29/2018,7:53,PDT,-0.3,Low
6/29/2018,14:31,PDT,1.71,High
6/29/2018,19:45,PDT,0.82,Low
6/30/2018,1:28,PDT,2.05,High
6/30/2018,8:28,PDT,-0.27,Low
6/30/2018,15:07,PDT,1.71,High
6/30/2018,20:24,PDT,0.82,Low
7/1/2018,2:04,PDT,1.98,High
7/1/2018,9:03,PDT,-0.21,Low
7/1/2018,15:44,PDT,1.71,High
7/1/2018,21:06,PDT,0.83,Low
7/2/2018,2:42,PDT,1.88,High
7/2/2018,9:38,PDT,-0.13,Low
7/2/2018,16:22,PDT,1.71,High
7/2/2018,21:51,PDT,0.82,Low
7/3/2018,3:23,PDT,1.77,High
7/3/2018,10:15,PDT,-0.03,Low
7/3/2018,17:01,PDT,1.72,High
7/3/2018,22:41,PDT,0.79,Low
7/4/2018,4:10,PDT,1.65,High
7/4/2018,10:53,PDT,0.09,Low
7/4/2018,17:41,PDT,1.75,High
7/4/2018,23:40,PDT,0.74,Low
7/5/2018,5:06,PDT,1.52,High
7/5/2018,11:35,PDT,0.22,Low
7/5/2018,18:24,PDT,1.8,High
7/6/2018,0:44,PDT,0.63,Low
7/6/2018,6:15,PDT,1.41,High
7/6/2018,12:23,PDT,0.37,Low
7/6/2018,19:08,PDT,1.87,High
7/7/2018,1:49,PDT,0.47,Low
7/7/2018,7:33,PDT,1.36,High
7/7/2018,13:17,PDT,0.5,Low
7/7/2018,19:55,PDT,1.97,High
7/8/2018,2:51,PDT,0.25,Low
7/8/2018,8:52,PDT,1.38,High
7/8/2018,14:17,PDT,0.61,Low
7/8/2018,20:43,PDT,2.09,High
7/9/2018,3:48,PDT,0.01,Low
7/9/2018,10:04,PDT,1.46,High
7/9/2018,15:18,PDT,0.68,Low
7/9/2018,21:33,PDT,2.22,High
7/10/2018,4:41,PDT,-0.23,Low
7/10/2018,11:07,PDT,1.58,High
7/10/2018,16:17,PDT,0.7,Low
7/10/2018,22:24,PDT,2.34,High
7/11/2018,5:31,PDT,-0.45,Low
7/11/2018,12:02,PDT,1.7,High
7/11/2018,17:14,PDT,0.68,Low
7/11/2018,23:14,PDT,2.43,High
7/12/2018,6:20,PDT,-0.61,Low
7/12/2018,12:53,PDT,1.81,High
7/12/2018,18:08,PDT,0.64,Low
7/13/2018,0:05,PDT,2.48,High
7/13/2018,7:07,PDT,-0.7,Low
7/13/2018,13:41,PDT,1.9,High
7/13/2018,19:02,PDT,0.58,Low
7/14/2018,0:56,PDT,2.48,High
7/14/2018,7:54,PDT,-0.71,Low
7/14/2018,14:28,PDT,1.96,High
7/14/2018,19:55,PDT,0.53,Low
7/15/2018,1:48,PDT,2.4,High
7/15/2018,8:41,PDT,-0.64,Low
7/15/2018,15:15,PDT,2.01,High
7/15/2018,20:51,PDT,0.49,Low
7/16/2018,2:41,PDT,2.26,High
7/16/2018,9:27,PDT,-0.5,Low
7/16/2018,16:02,PDT,2.03,High
7/16/2018,21:49,PDT,0.46,Low
7/17/2018,3:36,PDT,2.06,High
7/17/2018,10:14,PDT,-0.29,Low
7/17/2018,16:50,PDT,2.04,High
7/17/2018,22:50,PDT,0.43,Low
7/18/2018,4:37,PDT,1.84,High
7/18/2018,11:03,PDT,-0.05,Low
7/18/2018,17:40,PDT,2.04,High
7/18/2018,23:57,PDT,0.39,Low
7/19/2018,5:43,PDT,1.63,High
7/19/2018,11:54,PDT,0.2,Low
7/19/2018,18:30,PDT,2.03,High
7/20/2018,1:07,PDT,0.33,Low
7/20/2018,6:58,PDT,1.47,High
7/20/2018,12:49,PDT,0.43,Low
7/20/2018,19:22,PDT,2.03,High
7/21/2018,2:17,PDT,0.23,Low
7/21/2018,8:19,PDT,1.39,High
7/21/2018,13:49,PDT,0.62,Low
7/21/2018,20:14,PDT,2.02,High
7/22/2018,3:20,PDT,0.12,Low
7/22/2018,9:38,PDT,1.4,High
7/22/2018,14:50,PDT,0.75,Low
7/22/2018,21:05,PDT,2.03,High
7/23/2018,4:15,PDT,0.01,Low
7/23/2018,10:44,PDT,1.46,High
7/23/2018,15:49,PDT,0.81,Low
7/23/2018,21:53,PDT,2.05,High
7/24/2018,5:02,PDT,-0.08,Low
7/24/2018,11:36,PDT,1.54,High
7/24/2018,16:41,PDT,0.83,Low
7/24/2018,22:38,PDT,2.06,High
7/25/2018,5:44,PDT,-0.15,Low
7/25/2018,12:19,PDT,1.61,High
7/25/2018,17:28,PDT,0.82,Low
7/25/2018,23:19,PDT,2.08,High
7/26/2018,6:21,PDT,-0.2,Low
7/26/2018,12:56,PDT,1.66,High
7/26/2018,18:09,PDT,0.78,Low
7/26/2018,23:58,PDT,2.09,High
7/27/2018,6:57,PDT,-0.24,Low
7/27/2018,13:29,PDT,1.7,High
7/27/2018,18:48,PDT,0.75,Low
7/28/2018,0:35,PDT,2.08,High
7/28/2018,7:30,PDT,-0.24,Low
7/28/2018,14:02,PDT,1.74,High
7/28/2018,19:26,PDT,0.71,Low
7/29/2018,1:12,PDT,2.05,High
7/29/2018,8:03,PDT,-0.22,Low
7/29/2018,14:34,PDT,1.76,High
7/29/2018,20:03,PDT,0.67,Low
7/30/2018,1:48,PDT,2,High
7/30/2018,8:35,PDT,-0.17,Low
7/30/2018,15:06,PDT,1.78,High
7/30/2018,20:42,PDT,0.64,Low
7/31/2018,2:25,PDT,1.92,High
7/31/2018,9:07,PDT,-0.09,Low
7/31/2018,15:39,PDT,1.8,High
7/31/2018,21:23,PDT,0.61,Low
8/1/2018,3:05,PDT,1.81,High
8/1/2018,9:39,PDT,0.03,Low
8/1/2018,16:12,PDT,1.82,High
8/1/2018,22:09,PDT,0.58,Low
8/2/2018,3:50,PDT,1.69,High
8/2/2018,10:14,PDT,0.17,Low
8/2/2018,16:48,PDT,1.85,High
8/2/2018,23:01,PDT,0.53,Low
8/3/2018,4:44,PDT,1.56,High
8/3/2018,10:53,PDT,0.33,Low
8/3/2018,17:28,PDT,1.89,High
8/4/2018,0:01,PDT,0.45,Low
8/4/2018,5:50,PDT,1.44,High
8/4/2018,11:38,PDT,0.5,Low
8/4/2018,18:15,PDT,1.94,High
8/5/2018,1:08,PDT,0.33,Low
8/5/2018,7:10,PDT,1.37,High
8/5/2018,12:35,PDT,0.65,Low
8/5/2018,19:07,PDT,2,High
8/6/2018,2:16,PDT,0.17,Low
8/6/2018,8:33,PDT,1.38,High
8/6/2018,13:43,PDT,0.76,Low
8/6/2018,20:06,PDT,2.09,High
8/7/2018,3:21,PDT,-0.03,Low
8/7/2018,9:49,PDT,1.47,High
8/7/2018,14:55,PDT,0.8,Low
8/7/2018,21:06,PDT,2.19,High
8/8/2018,4:19,PDT,-0.23,Low
8/8/2018,10:52,PDT,1.61,High
8/8/2018,16:02,PDT,0.76,Low
8/8/2018,22:05,PDT,2.3,High
8/9/2018,5:12,PDT,-0.41,Low
8/9/2018,11:45,PDT,1.75,High
8/9/2018,17:02,PDT,0.66,Low
8/9/2018,23:01,PDT,2.39,High
8/10/2018,6:02,PDT,-0.53,Low
8/10/2018,12:32,PDT,1.87,High
8/10/2018,17:58,PDT,0.54,Low
8/10/2018,23:55,PDT,2.44,High
8/11/2018,6:49,PDT,-0.59,Low
8/11/2018,13:17,PDT,1.98,High
8/11/2018,18:51,PDT,0.42,Low
8/12/2018,0:47,PDT,2.44,High
8/12/2018,7:34,PDT,-0.57,Low
8/12/2018,14:00,PDT,2.06,High
8/12/2018,19:43,PDT,0.31,Low
8/13/2018,1:39,PDT,2.36,High
8/13/2018,8:18,PDT,-0.46,Low
8/13/2018,14:42,PDT,2.11,High
8/13/2018,20:35,PDT,0.25,Low
8/14/2018,2:31,PDT,2.22,High
8/14/2018,9:01,PDT,-0.29,Low
8/14/2018,15:25,PDT,2.13,High
8/14/2018,21:28,PDT,0.21,Low
8/15/2018,3:25,PDT,2.03,High
8/15/2018,9:44,PDT,-0.07,Low
8/15/2018,16:08,PDT,2.12,High
8/15/2018,22:24,PDT,0.21,Low
8/16/2018,4:21,PDT,1.82,High
8/16/2018,10:29,PDT,0.18,Low
8/16/2018,16:54,PDT,2.07,High
8/16/2018,23:24,PDT,0.23,Low
8/17/2018,5:24,PDT,1.62,High
8/17/2018,11:17,PDT,0.43,Low
8/17/2018,17:42,PDT,2.02,High
8/18/2018,0:28,PDT,0.25,Low
8/18/2018,6:36,PDT,1.48,High
8/18/2018,12:12,PDT,0.65,Low
8/18/2018,18:34,PDT,1.96,High
8/19/2018,1:37,PDT,0.24,Low
8/19/2018,7:57,PDT,1.41,High
8/19/2018,13:16,PDT,0.82,Low
8/19/2018,19:31,PDT,1.91,High
8/20/2018,2:44,PDT,0.2,Low
8/20/2018,9:17,PDT,1.43,High
8/20/2018,14:26,PDT,0.9,Low
8/20/2018,20:30,PDT,1.9,High
8/21/2018,3:43,PDT,0.13,Low
8/21/2018,10:22,PDT,1.5,High
8/21/2018,15:31,PDT,0.91,Low
8/21/2018,21:26,PDT,1.92,High
8/22/2018,4:34,PDT,0.06,Low
8/22/2018,11:11,PDT,1.57,High
8/22/2018,16:25,PDT,0.86,Low
8/22/2018,22:16,PDT,1.96,High
8/23/2018,5:17,PDT,-0.01,Low
8/23/2018,11:50,PDT,1.65,High
8/23/2018,17:11,PDT,0.78,Low
8/23/2018,23:01,PDT,2.01,High
8/24/2018,5:55,PDT,-0.07,Low
8/24/2018,12:23,PDT,1.72,High
8/24/2018,17:52,PDT,0.7,Low
8/24/2018,23:41,PDT,2.04,High
8/25/2018,6:29,PDT,-0.1,Low
8/25/2018,12:54,PDT,1.78,High
8/25/2018,18:29,PDT,0.61,Low
8/26/2018,0:19,PDT,2.06,High
8/26/2018,7:01,PDT,-0.11,Low
8/26/2018,13:23,PDT,1.83,High
8/26/2018,19:05,PDT,0.53,Low
8/27/2018,0:56,PDT,2.05,High
8/27/2018,7:33,PDT,-0.08,Low
8/27/2018,13:53,PDT,1.88,High
8/27/2018,19:41,PDT,0.46,Low
8/28/2018,1:34,PDT,2.01,High
8/28/2018,8:03,PDT,-0.02,Low
8/28/2018,14:22,PDT,1.91,High
8/28/2018,20:18,PDT,0.4,Low
8/29/2018,2:12,PDT,1.95,High
8/29/2018,8:34,PDT,0.08,Low
8/29/2018,14:52,PDT,1.94,High
8/29/2018,20:57,PDT,0.35,Low
8/30/2018,2:53,PDT,1.86,High
8/30/2018,9:05,PDT,0.21,Low
8/30/2018,15:24,PDT,1.97,High
8/30/2018,21:40,PDT,0.31,Low
8/31/2018,3:39,PDT,1.74,High
8/31/2018,9:40,PDT,0.36,Low
8/31/2018,15:58,PDT,1.98,High
8/31/2018,22:29,PDT,0.28,Low
9/1/2018,4:33,PDT,1.62,High
9/1/2018,10:19,PDT,0.53,Low
9/1/2018,16:39,PDT,1.99,High
9/1/2018,23:27,PDT,0.25,Low
9/2/2018,5:39,PDT,1.51,High
9/2/2018,11:07,PDT,0.7,Low
9/2/2018,17:28,PDT,2,High
9/3/2018,0:34,PDT,0.2,Low
9/3/2018,6:58,PDT,1.45,High
9/3/2018,12:10,PDT,0.84,Low
9/3/2018,18:30,PDT,2.01,High
9/4/2018,1:46,PDT,0.11,Low
9/4/2018,8:21,PDT,1.48,High
9/4/2018,13:28,PDT,0.9,Low
9/4/2018,19:39,PDT,2.04,High
9/5/2018,2:55,PDT,-0.01,Low
9/5/2018,9:34,PDT,1.58,High
9/5/2018,14:48,PDT,0.87,Low
9/5/2018,20:49,PDT,2.12,High
9/6/2018,3:57,PDT,-0.15,Low
9/6/2018,10:33,PDT,1.72,High
9/6/2018,15:57,PDT,0.74,Low
9/6/2018,21:54,PDT,2.21,High
9/7/2018,4:52,PDT,-0.27,Low
9/7/2018,11:22,PDT,1.87,High
9/7/2018,16:57,PDT,0.56,Low
9/7/2018,22:54,PDT,2.3,High
9/8/2018,5:40,PDT,-0.34,Low
9/8/2018,12:05,PDT,2.01,High
9/8/2018,17:50,PDT,0.37,Low
9/8/2018,23:48,PDT,2.34,High
9/9/2018,6:26,PDT,-0.35,Low
9/9/2018,12:47,PDT,2.12,High
9/9/2018,18:40,PDT,0.21,Low
9/10/2018,0:40,PDT,2.33,High
9/10/2018,7:09,PDT,-0.28,Low
9/10/2018,13:26,PDT,2.2,High
9/10/2018,19:28,PDT,0.08,Low
9/11/2018,1:31,PDT,2.27,High
9/11/2018,7:51,PDT,-0.15,Low
9/11/2018,14:05,PDT,2.24,High
9/11/2018,20:16,PDT,0.01,Low
9/12/2018,2:21,PDT,2.15,High
9/12/2018,8:31,PDT,0.03,Low
9/12/2018,14:44,PDT,2.23,High
9/12/2018,21:04,PDT,0,Low
9/13/2018,3:12,PDT,1.99,High
9/13/2018,9:13,PDT,0.25,Low
9/13/2018,15:24,PDT,2.18,High
9/13/2018,21:54,PDT,0.04,Low
9/14/2018,4:06,PDT,1.82,High
9/14/2018,9:55,PDT,0.48,Low
9/14/2018,16:05,PDT,2.09,High
9/14/2018,22:47,PDT,0.12,Low
9/15/2018,5:04,PDT,1.67,High
9/15/2018,10:42,PDT,0.7,Low
9/15/2018,16:50,PDT,1.99,High
9/15/2018,23:45,PDT,0.2,Low
9/16/2018,6:12,PDT,1.55,High
9/16/2018,11:37,PDT,0.88,Low
9/16/2018,17:42,PDT,1.88,High
9/17/2018,0:49,PDT,0.27,Low
9/17/2018,7:29,PDT,1.5,High
9/17/2018,12:46,PDT,0.99,Low
9/17/2018,18:44,PDT,1.8,High
9/18/2018,1:58,PDT,0.29,Low
9/18/2018,8:45,PDT,1.51,High
9/18/2018,14:03,PDT,1.02,Low
9/18/2018,19:51,PDT,1.77,High
9/19/2018,3:02,PDT,0.27,Low
9/19/2018,9:47,PDT,1.58,High
9/19/2018,15:12,PDT,0.96,Low
9/19/2018,20:55,PDT,1.79,High
9/20/2018,3:56,PDT,0.22,Low
9/20/2018,10:32,PDT,1.66,High
9/20/2018,16:07,PDT,0.85,Low
9/20/2018,21:51,PDT,1.85,High
9/21/2018,4:40,PDT,0.16,Low
9/21/2018,11:09,PDT,1.75,High
9/21/2018,16:52,PDT,0.72,Low
9/21/2018,22:39,PDT,1.92,High
9/22/2018,5:19,PDT,0.11,Low
9/22/2018,11:41,PDT,1.83,High
9/22/2018,17:31,PDT,0.58,Low
9/22/2018,23:22,PDT,1.97,High
9/23/2018,5:53,PDT,0.09,Low
9/23/2018,12:11,PDT,1.91,High
9/23/2018,18:08,PDT,0.45,Low
9/24/2018,0:02,PDT,2.01,High
9/24/2018,6:26,PDT,0.1,Low
9/24/2018,12:40,PDT,1.99,High
9/24/2018,18:43,PDT,0.32,Low
9/25/2018,0:41,PDT,2.03,High
9/25/2018,6:57,PDT,0.14,Low
9/25/2018,13:09,PDT,2.05,High
9/25/2018,19:19,PDT,0.22,Low
9/26/2018,1:21,PDT,2.01,High
9/26/2018,7:29,PDT,0.21,Low
9/26/2018,13:37,PDT,2.1,High
9/26/2018,19:56,PDT,0.13,Low
9/27/2018,2:01,PDT,1.97,High
9/27/2018,8:01,PDT,0.32,Low
9/27/2018,14:07,PDT,2.14,High
9/27/2018,20:35,PDT,0.07,Low
9/28/2018,2:45,PDT,1.9,High
9/28/2018,8:35,PDT,0.46,Low
9/28/2018,14:40,PDT,2.15,High
9/28/2018,21:17,PDT,0.04,Low
9/29/2018,3:34,PDT,1.81,High
9/29/2018,9:12,PDT,0.61,Low
9/29/2018,15:16,PDT,2.14,High
9/29/2018,22:06,PDT,0.04,Low
9/30/2018,4:30,PDT,1.71,High
9/30/2018,9:55,PDT,0.76,Low
9/30/2018,16:00,PDT,2.1,High
9/30/2018,23:02,PDT,0.06,Low
10/1/2018,5:36,PDT,1.62,High
10/1/2018,10:50,PDT,0.9,Low
10/1/2018,16:55,PDT,2.04,High
10/2/2018,0:08,PDT,0.08,Low
10/2/2018,6:52,PDT,1.6,High
10/2/2018,12:03,PDT,0.99,Low
10/2/2018,18:03,PDT,1.99,High
10/3/2018,1:19,PDT,0.08,Low
10/3/2018,8:09,PDT,1.65,High
10/3/2018,13:29,PDT,0.98,Low
10/3/2018,19:22,PDT,1.97,High
10/4/2018,2:30,PDT,0.04,Low
10/4/2018,9:15,PDT,1.76,High
10/4/2018,14:49,PDT,0.85,Low
10/4/2018,20:39,PDT,2.01,High
10/5/2018,3:32,PDT,-0.02,Low
10/5/2018,10:08,PDT,1.9,High
10/5/2018,15:55,PDT,0.65,Low
10/5/2018,21:47,PDT,2.08,High
10/6/2018,4:27,PDT,-0.06,Low
10/6/2018,10:53,PDT,2.05,High
10/6/2018,16:52,PDT,0.41,Low
10/6/2018,22:48,PDT,2.15,High
10/7/2018,5:15,PDT,-0.06,Low
10/7/2018,11:35,PDT,2.18,High
10/7/2018,17:42,PDT,0.19,Low
10/7/2018,23:43,PDT,2.19,High
10/8/2018,5:59,PDT,-0.01,Low
10/8/2018,12:13,PDT,2.28,High
10/8/2018,18:29,PDT,0.01,Low
10/9/2018,0:35,PDT,2.19,High
10/9/2018,6:41,PDT,0.09,Low
10/9/2018,12:51,PDT,2.34,High
10/9/2018,19:13,PDT,-0.11,Low
10/10/2018,1:23,PDT,2.15,High
10/10/2018,7:22,PDT,0.23,Low
10/10/2018,13:27,PDT,2.35,High
10/10/2018,19:57,PDT,-0.16,Low
10/11/2018,2:12,PDT,2.07,High
10/11/2018,8:01,PDT,0.4,Low
10/11/2018,14:03,PDT,2.31,High
10/11/2018,20:40,PDT,-0.15,Low
10/12/2018,3:00,PDT,1.96,High
10/12/2018,8:41,PDT,0.59,Low
10/12/2018,14:40,PDT,2.23,High
10/12/2018,21:25,PDT,-0.08,Low
10/13/2018,3:51,PDT,1.85,High
10/13/2018,9:23,PDT,0.76,Low
10/13/2018,15:18,PDT,2.12,High
10/13/2018,22:11,PDT,0.03,Low
10/14/2018,4:45,PDT,1.74,High
10/14/2018,10:09,PDT,0.93,Low
10/14/2018,16:00,PDT,1.98,High
10/14/2018,23:02,PDT,0.16,Low
10/15/2018,5:46,PDT,1.65,High
10/15/2018,11:05,PDT,1.05,Low
10/15/2018,16:50,PDT,1.85,High
10/16/2018,0:00,PDT,0.27,Low
10/16/2018,6:54,PDT,1.61,High
10/16/2018,12:15,PDT,1.11,Low
10/16/2018,17:52,PDT,1.74,High
10/17/2018,1:04,PDT,0.34,Low
10/17/2018,8:02,PDT,1.63,High
10/17/2018,13:35,PDT,1.09,Low
10/17/2018,19:04,PDT,1.68,High
10/18/2018,2:08,PDT,0.37,Low
10/18/2018,8:59,PDT,1.69,High
10/18/2018,14:46,PDT,0.99,Low
10/18/2018,20:16,PDT,1.68,High
10/19/2018,3:04,PDT,0.36,Low
10/19/2018,9:44,PDT,1.77,High
10/19/2018,15:42,PDT,0.84,Low
10/19/2018,21:18,PDT,1.73,High
10/20/2018,3:53,PDT,0.34,Low
10/20/2018,10:21,PDT,1.87,High
10/20/2018,16:27,PDT,0.66,Low
10/20/2018,22:12,PDT,1.8,High
10/21/2018,4:34,PDT,0.32,Low
10/21/2018,10:54,PDT,1.97,High
10/21/2018,17:06,PDT,0.48,Low
10/21/2018,22:59,PDT,1.87,High
10/22/2018,5:11,PDT,0.33,Low
10/22/2018,11:25,PDT,2.08,High
10/22/2018,17:44,PDT,0.3,Low
10/22/2018,23:43,PDT,1.94,High
10/23/2018,5:46,PDT,0.35,Low
10/23/2018,11:55,PDT,2.17,High
10/23/2018,18:20,PDT,0.13,Low
10/24/2018,0:26,PDT,1.98,High
10/24/2018,6:20,PDT,0.41,Low
10/24/2018,12:25,PDT,2.26,High
10/24/2018,18:57,PDT,-0.02,Low
10/25/2018,1:09,PDT,2,High
10/25/2018,6:55,PDT,0.49,Low
10/25/2018,12:56,PDT,2.32,High
10/25/2018,19:35,PDT,-0.13,Low
10/26/2018,1:53,PDT,1.99,High
10/26/2018,7:31,PDT,0.59,Low
10/26/2018,13:29,PDT,2.35,High
10/26/2018,20:16,PDT,-0.19,Low
10/27/2018,2:40,PDT,1.95,High
10/27/2018,8:10,PDT,0.7,Low
10/27/2018,14:06,PDT,2.34,High
10/27/2018,21:00,PDT,-0.21,Low
10/28/2018,3:31,PDT,1.89,High
10/28/2018,8:52,PDT,0.82,Low
10/28/2018,14:47,PDT,2.3,High
10/28/2018,21:49,PDT,-0.17,Low
10/29/2018,4:28,PDT,1.83,High
10/29/2018,9:43,PDT,0.93,Low
10/29/2018,15:35,PDT,2.21,High
10/29/2018,22:44,PDT,-0.1,Low
10/30/2018,5:32,PDT,1.78,High
10/30/2018,10:45,PDT,1.02,Low
10/30/2018,16:34,PDT,2.09,High
10/30/2018,23:46,PDT,-0.01,Low
10/31/2018,6:41,PDT,1.79,High
10/31/2018,12:04,PDT,1.04,Low
10/31/2018,17:47,PDT,1.97,High
11/1/2018,0:53,PDT,0.07,Low
11/1/2018,7:48,PDT,1.86,High
11/1/2018,13:29,PDT,0.95,Low
11/1/2018,19:09,PDT,1.89,High
11/2/2018,2:01,PDT,0.12,Low
11/2/2018,8:47,PDT,1.97,High
11/2/2018,14:47,PDT,0.76,Low
11/2/2018,20:29,PDT,1.88,High
11/3/2018,3:02,PDT,0.17,Low
11/3/2018,9:38,PDT,2.1,High
11/3/2018,15:50,PDT,0.51,Low
11/3/2018,21:41,PDT,1.92,High
11/4/2018,2:57,PST,0.21,Low
11/4/2018,9:22,PST,2.23,High
11/4/2018,15:44,PST,0.26,Low
11/4/2018,21:44,PST,1.97,High
11/5/2018,3:46,PST,0.28,Low
11/5/2018,10:03,PST,2.34,High
11/5/2018,16:32,PST,0.05,Low
11/5/2018,22:39,PST,2.01,High
11/6/2018,4:31,PST,0.37,Low
11/6/2018,10:40,PST,2.41,High
11/6/2018,17:16,PST,-0.11,Low
11/6/2018,23:30,PST,2.03,High
11/7/2018,5:14,PST,0.47,Low
11/7/2018,11:17,PST,2.44,High
11/7/2018,17:58,PST,-0.21,Low
11/8/2018,0:18,PST,2.03,High
11/8/2018,5:54,PST,0.6,Low
11/8/2018,11:52,PST,2.42,High
11/8/2018,18:38,PST,-0.24,Low
11/9/2018,1:04,PST,2,High
11/9/2018,6:34,PST,0.72,Low
11/9/2018,12:27,PST,2.36,High
11/9/2018,19:18,PST,-0.21,Low
11/10/2018,1:49,PST,1.95,High
11/10/2018,7:14,PST,0.85,Low
11/10/2018,13:02,PST,2.27,High
11/10/2018,19:59,PST,-0.13,Low
11/11/2018,2:35,PST,1.88,High
11/11/2018,7:55,PST,0.96,Low
11/11/2018,13:39,PST,2.15,High
11/11/2018,20:40,PST,-0.02,Low
11/12/2018,3:24,PST,1.81,High
11/12/2018,8:41,PST,1.06,Low
11/12/2018,14:19,PST,2.02,High
11/12/2018,21:25,PST,0.1,Low
11/13/2018,4:16,PST,1.76,High
11/13/2018,9:34,PST,1.13,Low
11/13/2018,15:05,PST,1.88,High
11/13/2018,22:14,PST,0.23,Low
11/14/2018,5:12,PST,1.73,High
11/14/2018,10:39,PST,1.16,Low
11/14/2018,16:01,PST,1.74,High
11/14/2018,23:08,PST,0.33,Low
11/15/2018,6:10,PST,1.74,High
11/15/2018,11:54,PST,1.12,Low
11/15/2018,17:11,PST,1.64,High
11/16/2018,0:06,PST,0.42,Low
11/16/2018,7:02,PST,1.8,High
11/16/2018,13:07,PST,1,Low
11/16/2018,18:26,PST,1.6,High
11/17/2018,1:02,PST,0.47,Low
11/17/2018,7:48,PST,1.88,High
11/17/2018,14:06,PST,0.83,Low
11/17/2018,19:37,PST,1.61,High
11/18/2018,1:54,PST,0.51,Low
11/18/2018,8:27,PST,1.98,High
11/18/2018,14:55,PST,0.62,Low
11/18/2018,20:39,PST,1.67,High
11/19/2018,2:41,PST,0.54,Low
11/19/2018,9:03,PST,2.1,High
11/19/2018,15:38,PST,0.4,Low
11/19/2018,21:34,PST,1.75,High
11/20/2018,3:24,PST,0.57,Low
11/20/2018,9:37,PST,2.22,High
11/20/2018,16:17,PST,0.18,Low
11/20/2018,22:24,PST,1.84,High
11/21/2018,4:04,PST,0.61,Low
11/21/2018,10:11,PST,2.34,High
11/21/2018,16:56,PST,-0.02,Low
11/21/2018,23:12,PST,1.92,High
11/22/2018,4:44,PST,0.66,Low
11/22/2018,10:46,PST,2.43,High
11/22/2018,17:36,PST,-0.2,Low
11/22/2018,23:59,PST,1.97,High
11/23/2018,5:25,PST,0.72,Low
11/23/2018,11:23,PST,2.5,High
11/23/2018,18:17,PST,-0.32,Low
11/24/2018,0:46,PST,2,High
11/24/2018,6:07,PST,0.78,Low
11/24/2018,12:01,PST,2.53,High
11/24/2018,19:00,PST,-0.39,Low
11/25/2018,1:34,PST,2.01,High
11/25/2018,6:52,PST,0.85,Low
11/25/2018,12:44,PST,2.5,High
11/25/2018,19:46,PST,-0.39,Low
11/26/2018,2:25,PST,1.99,High
11/26/2018,7:41,PST,0.91,Low
11/26/2018,13:30,PST,2.42,High
11/26/2018,20:35,PST,-0.32,Low
11/27/2018,3:19,PST,1.97,High
11/27/2018,8:37,PST,0.96,Low
11/27/2018,14:23,PST,2.29,High
11/27/2018,21:27,PST,-0.21,Low
11/28/2018,4:17,PST,1.97,High
11/28/2018,9:43,PST,0.99,Low
11/28/2018,15:23,PST,2.12,High
11/28/2018,22:24,PST,-0.06,Low
11/29/2018,5:17,PST,1.99,High
11/29/2018,10:59,PST,0.95,Low
11/29/2018,16:35,PST,1.94,High
11/29/2018,23:25,PST,0.09,Low
11/30/2018,6:16,PST,2.05,High
11/30/2018,12:20,PST,0.83,Low
11/30/2018,17:56,PST,1.81,High
12/1/2018,0:27,PST,0.24,Low
12/1/2018,7:12,PST,2.14,High
12/1/2018,13:35,PST,0.63,Low
12/1/2018,19:18,PST,1.75,High
12/2/2018,1:28,PST,0.38,Low
12/2/2018,8:03,PST,2.24,High
12/2/2018,14:39,PST,0.39,Low
12/2/2018,20:33,PST,1.76,High
12/3/2018,2:25,PST,0.5,Low
12/3/2018,8:48,PST,2.34,High
12/3/2018,15:33,PST,0.17,Low
12/3/2018,21:40,PST,1.8,High
12/4/2018,3:17,PST,0.6,Low
12/4/2018,9:31,PST,2.41,High
12/4/2018,16:20,PST,-0.01,Low
12/4/2018,22:37,PST,1.86,High
12/5/2018,4:05,PST,0.7,Low
12/5/2018,10:10,PST,2.45,High
12/5/2018,17:03,PST,-0.14,Low
12/5/2018,23:27,PST,1.91,High
